,sentece,trigger_1,trigger_2,tag,label
173,"StatesWest Airlines, Phoenix, Ariz., said it withdrew its offer to acquire Mesa Airlines because the Farmington, N.M., carrier did n't respond to its offer by the close of business yesterday, a deadline StatesWest had set for a response.    ",respond,withdrew,0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
174,BLOCKBUSTER ENTERTAINMENT CORP. said it raised $92 million from an offering of liquid yield option notes.,offering,raised,0 0 0 0 0 0 effect 0 0 0 0 0 cause 0 0 0 0 0 0,cause
175,"Net income includes an extraordinary gain of about $100,000 from the reversal of bad debt and interest income. ",reversal,gain,0 0 0 0 0 effect 0 0 0 0 0 0 cause 0 0 0 0 0 0 0,cause
176,"But as the craze died, Coleco failed  to come up with another winner and filed for bankruptcy-law protection in July 1988.    ",died,failed,0 0 0 0 cause 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
177,"But as the craze died, Coleco failed  to come up with another winner and filed for bankruptcy-law protection in July 1988.    ",died,filed,0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,cause
178,Mr. Lortie joined Provigo in 1985 and spearheaded the company's drive to grow outside its traditional food business.,joined,grow,0 0 cause 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,cause
179,"Last month, Canadian Bond Rating Service downgraded Provigo's commercial paper and debentures because of its lackluster performance.    ",performance,downgraded,0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 cause 0 0,cause
180,"After the split, the company will have more than 4.7 million shares outstanding. ",split,have,0 0 cause 0 0 0 0 effect 0 0 0 0 0 0 0,cause
181,Iraq said the roundup was  to protect them from unspecifiedthreats; British Foreign Office minister William Waldegrave calledthe order ``grave and sinister.'',roundup,protect,0 0 0 cause 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
182,"``We continue  to pray and pray hard to God so that there will beno confrontation whereby you  will receive thousands of Americanswrapped in sad coffins after you  had pushed them into a darktunnel,'' Saddam said.   ",pray,confrontation,0 0 0 0 0 cause 0 cause 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
183,"An international land, sea and air force  has mobilized sinceIraq's invasion, which  was sparked by disputes over oil, land andrepayment of war loans.   ",disputes,sparked,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 cause 0 0 0 0 0 0 0 0 0 0,cause
184,The president also has offered  to help offsetJordan's costs because 40 percent of its exports go to Iraq and 90percent of its oil comes from there.,go,offered,0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0,cause
185,The president also has offered  to help offsetJordan's costs because 40 percent of its exports go to Iraq and 90percent of its oil comes from there.,comes,offered,0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0,cause
186,The president also has offered  to help offsetJordan's costs because 40 percent of its exports go to Iraq and 90percent of its oil comes from there.,go,help,0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0,cause
187,The president also has offered  to help offsetJordan's costs because 40 percent of its exports go to Iraq and 90percent of its oil comes from there.,comes,help,0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0,cause
188,"Bethlehem Steel Corp., hammered by higher costs and lower shipments to key automotive and service-center customers, posted a 54% drop in third-quarter profit.    ",hammered,drop,0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,cause
189,"In the year-ago period, Bethlehem earned $101.4 million, or $1.27 a share, including a $3.8 million gain from early retirement of debt.    ",retirement,gain,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 cause 0 0 0 0,cause
190,"The company said its shipments declined as a result of a reduction in inventories by service centers, a lackluster automotive market and increasing competitive pressures in the construction market.    ",reduction,declined,0 0 0 0 0 effect 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
191,"Sales dropped to $441.1 million from $820.4 million, because the company no longer consolidates its Eastern Steel division, which is now a joint venture with Kawasaki Steel Corp.    Along with reduced volume, analysts said the nation's fifth largest steelmaker was hurt by holding higher-cost inventory when raw material costs of such key products as nickel dropped. ",consolidates,dropped,0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,cause
192,The latest period includes gains of $9.1 million from early retirement of debt and tax loss carry-forward.,carry-forward,gains,0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
193,The latest period includes gains of $9.1 million from early retirement of debt and tax loss carry-forward.,retirement,gains,0 0 0 0 effect 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0,cause
194,"The company noted that its Fox-Meyer Drug Co., Ben Franklin Stores Inc. and Permian Corp. operations showed improvements as a result of restructuring moves. ",moves,improvements,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 cause 0,cause
195,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. ",orders,declined,0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0,cause
196,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. ",demand,declined,0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0,cause
197,"If the government succeeds in seizing Mr. Antar's assets, he could be left without top-flight legal representation, because his attorneys are likely to quit, according to individuals familiar with the case. ",quit,left,0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0,cause
198,"In a letter, prosecutors told Mr. Antar's lawyers that because of the recent Supreme Court rulings, they could expect that any fees collected from Mr. Antar may be seized. ",rulings,expect,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,cause
199,"Mr. Antar, the SEC said, made more than $60 million from the sale of his shares between 1985 and 1987.    ",sale,made,0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0,cause
200,"The companies said the transaction is being structured this way because the laws of the Netherlands Antilles, under which Erbamont is organized, do n't provide for merger transactions. ",provide,structured,0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0,cause
201,"Columbia also added $227.3 million to reserves for losses on the portfolio, increasing general reserves to $300 million, or about 6.7% of the total portfolio, as of Sept. 30. ",added,increasing,0 0 cause 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
202,The quarterly results also reflected $21.4 million in non-recurring losses from commercial real-estate activities in California.,activities,losses,0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 cause 0 0 0,cause
203,"Thomas Spiegel, Columbia's chairman, said in a statement that the thrift was "" disappointed"" by the effects of the accounting changes. ",changes,disappointed,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 cause 0,cause
204,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",completed,know,0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0,cause
205,"Taken together, the worries prompted a broad sell-off of stocks. ",worries,sell-off,0 0 0 0 cause 0 0 0 0 0 0 0 0 0,cause
206,"Although the government said the economy grew an estimated 2.5% in the third quarter, in line with expectations, analysts are increasingly predicting much more sluggish growth -- and therefore more corporate earnings disappointments -- for the fourth quarter.    ",grew,disappointments,0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,cause
207,"Robert Mellor, Di Giorgio's executive vice president, said the company stands to reap more money through the sale of individual units to others than by accepting DIG's offer. ",sale,reap,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0,cause
208,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,continue,resume,0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,cause
209,The thrift and the holders had suspended their lawsuits as part of the agreement.,agreement,suspended,0 0 0 0 0 0 effect 0 0 0 0 0 0 cause 0,cause
210,Year-earlier results included an extraordinary gain of $1.6 million from a buy-back of convertible subordinated debentures.,buy-back,gain,0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
211,"He went on to addthat ""in so doing you not only return a nation to its people,but you will destroy the war machine of a ruthless dictator.""   ",doing,destroy,0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,cause
212,Iraq still  has the potential to cause significant problems by using forces and weapons that don't yet seem fully engaged.,using,problems,0 0 0 0 0 0 0 0 effect 0 cause 0 0 0 0 0 0 0 0 0 0 0,cause
213,"Despite these early successes, the mere fact that a groundcampaign has begun almost guarantees that the Bushadministration will face fresh problems growing out of themilitary situation. ",situation,problems,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 cause 0,cause
214,President Bush's political argument for going to a groundwar has been strengthened by the growing stream of reports ofwanton Iraqi destruction inside Kuwait.,destruction,argument,0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0,cause
215,"He argued setting an explicit deadline forSaddam Hussein to break would, when it was broken, give theU.S. military a clear green light to proceed.   ",break,proceed,0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,cause
216,"After cabling world leadersabout his intention to give Saddam Hussein a final deadlineto exit Kuwait, he offered him a week to withdraw fully  , instead of the four days he originally considered, because ofobjections from some European partners that four days seemedpunitive and unrealistic.   ",objections,offered,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
217,"And when he and President Gorbachev spoke about thedecision in a talk lasting nearly an hour, the President tookpains to listen to what his counterpart had to say, althoughhe already had decided that the Soviet alternative to theallied deadline was unacceptable.   ",spoke,took,0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
218,Thatwould undermine any chances of rebuilding either Iraq or itsarmed forces in short order as long as Saddam Hussein remainsin power.,remains,undermine,0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
219,And the U.S. now will face sharper questionsin the Arab world since it did n't  back  the peace proposalsworked out in Moscow.,back,face,0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0,cause
220,"Anheuser-Busch Cos. said it plans to aggressively discount its major beer brands, setting the stage for a potentially bruising price war as the maturing industry's growth continues to slow.    ",plans,growth,0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,cause
221,"Anheuser-Busch Cos. said it plans to aggressively discount its major beer brands, setting the stage for a potentially bruising price war as the maturing industry's growth continues to slow.    ",plans,slow,0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,cause
222,"Shares of Coors, the company's sole publicly traded major competitor, fell $1.50 apiece to $19.125 in national over-the-counter trading, apparently on investor concerns over potential fallout from the coming pricing struggle.    ",struggle,fallout,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 cause 0 0,cause
223,"On Friday, Intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations.    ",bugs,answers,0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,cause
224,"Nonetheless, concern about the chip may have been responsible for a decline of 87.5 cents in Intel's stock to $32 a share yesterday in over-the-counter trading, on volume of 3,609,800 shares, and partly responsible for a drop in Compaq's stock in New York Stock Exchange composite trading on Wednesday. ",concern,decline,0 0 cause 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
225,"Nonetheless, concern about the chip may have been responsible for a decline of 87.5 cents in Intel's stock to $32 a share yesterday in over-the-counter trading, on volume of 3,609,800 shares, and partly responsible for a drop in Compaq's stock in New York Stock Exchange composite trading on Wednesday. ",concern,drop,0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
226,Intel said it had corrected the problems and would start producing bugless chips next week.,corrected,producing,0 0 0 0 cause 0 0 0 0 0 effect 0 0 0 0 0,cause
227,"Du Pont, unlike companies hurt badly by sharp price declines for basic chemicals and plastics, is benefiting from its broad range of businesses. ",declines,hurt,0 0 0 0 0 effect 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
228,"Du Pont, unlike companies hurt badly by sharp price declines for basic chemicals and plastics, is benefiting from its broad range of businesses. ",businesses,benefiting,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 cause 0,cause
229,"The profit gain was made despite a weakening in the housing market, for which the company is a supplier, and a strengthening in the dollar, which lowers the value of overseas earnings when they are translated into dollars.    ",strengthening,lowers,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
230,"The company benefited from continued strong demand and higher selling prices for titanium dioxide, a white pigment used in paints, paper and plastics.    ",demand,benefited,0 0 effect 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
231,"Profit climbed to $98 million from $71 million in the petroleum segment, as Du Pont's Conoco Inc. oil company was helped by crude oil prices higher than a year ago and by higher natural gas prices and volume.    ",helped,climbed,0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
232,"A spokesman said herbicide use in some areas of the U.S. was delayed earlier in the year by heavy rains, thus increasing sales in the third quarter.    ",rains,delayed,0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0,cause
233,"In the fibers segment, profit rose to $180 million from $155 million, a gain Du Pont attributed to higher demand in the U.S. for most textile products.    ",demand,rose,0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0,cause
234,"Profit from coal fell to $41 million from $58 million, partly because of a miners' strike. ",strike,fell,0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0,cause
235,"The directors said if Messrs. Drabinsky and Gottlieb mail an offer to shareholders by Nov. 22, it will reimburse them a maximum of C$8.5 million for expenses related to a bid.    ",offer,reimburse,0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
236,"The directors said if Messrs. Drabinsky and Gottlieb mail an offer to shareholders by Nov. 22, it will reimburse them a maximum of C$8.5 million for expenses related to a bid.    ",mail,reimburse,0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
237,"Even as Saddam Hussein was searching for a ploy to ease his isolation, though, the international pressure against him clicked up another notch. ",isolation,clicked,0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 effect 0 0 0 0,cause
238,President Bush implied as much yesterday when reporters asked whether the interdiction would apply to food.,asked,implied,0 0 effect 0 0 0 0 0 cause 0 0 0 0 0 0 0 0,cause
239,"But that option is growing less and less likely as thousands of American, British, Egyptian, Syrian and Moroccan forces assemble in and around Saudi Arabia to protect the kingdom. ",assemble,growing,0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0,cause
240,"The Saudis even have in their possession 48 Kuwaiti jet fighters, virtually the entire Kuwaiti air force, which managed to escape the Iraqi invasion, Saudi officials said. ",possession,escape,0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,cause
241,Israel has publicly declared that it will respond to an Iraqi attack on Jordan because it wo n't allow Iraq's dangerous army to take control of Jordan's long border with Israel.,respond,allow,0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
242,"But the administration is n't putting any upper limit on how high the force could go after that, calculating that it would be a mistake to underestimate and an advantage to keep Saddam Hussein guessing. ",calculating,putting,0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
243,And the U.S. is taking similar steps to ensure that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary.,taking,ensure,0 0 0 0 cause 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
244,"Profit at the unit fell to $110.6 million, or 37 cents a share, from $142.4 million, or 45 cents a share, largely because of a $24 million one-time charge associated with Hughes's previously announced plan to reduce employment by at least 6,000 people by year end. ",plan,fell,0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0,cause
245,"In addition, GM's North American vehicle production fell 8.4% from a year ago, which hurt Delco Electronic's earnings, a company spokesman said. ",fell,hurt,0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,cause
246,"GMAC said its automotive financing and leasing business rose 35% in the U.S., largely because of dealer and customer incentives used to boost sales. ",used,rose,0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0,cause
247,The restaurant operator cited transaction costs from its 1988 recapitalization as a result of a $160 million restructuring of its bank debt.,restructuring,cited,0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0,cause
248,"It received more offers, but the auction was surprisingly won by IMA, which bid $28 a share and asked Mr. Gilleland to stay on as an equity participant. ",won,stay,0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,cause
249,"It received more offers, but the auction was surprisingly won by IMA, which bid $28 a share and asked Mr. Gilleland to stay on as an equity participant. ",won,bid,0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
250,"DPC Acquisition added that it has not begun discussions with financing sources, and said it expected to repay the amounts borrowed through proceeds of the liquidation.    ",liquidation,repay,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 cause 0 0,cause
251,"Earlier this year, DPC Acquisition made a $15-a-share offer for Dataproducts, which the Dataproducts board said it rejected because the $283.7 million offer was not fully financed. ",financed,rejected,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 cause 0,cause
252,"However, the company's petroleum services segment, while profitable, was hurt by high financing costs associated with the company's buy-out of a 50% stake in Eastman Christensen Co. from Texas Eastern Corp. last June. ",buy-out,hurt,0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
253,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,fueled,raises,0 0 effect 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0,cause
254,But the new pact will force huge debt on the new firm and could still fail to thwart rival suitor McCaw Cellular.,pact,force,0 0 0 cause 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
255,But the new pact will force huge debt on the new firm and could still fail to thwart rival suitor McCaw Cellular.,pact,fail,0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,cause
256,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,prepare,loss,0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0,cause
257,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,moved,loss,0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
258,The company said it was delaying construction because of current market conditions.,conditions,delaying,0 0 0 0 0 effect 0 0 0 0 0 cause 0,cause
259,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",made,eaten,0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0,cause
260,"General Mills, meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity. ",operating,constrained,0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 cause 0 0 0,cause
261,"""As we regain our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will look at resuming our involvement with our plan,"" he said.    ",regain,look,0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
262,"""As we regain our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will look at resuming our involvement with our plan,"" he said.    ",continue,look,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
263,London shares were depressed initially by overnight losses in New York and by the drop in sterling after Mr. Lawson's resignation.,drop,depressed,0 0 0 effect 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0,cause
264,London shares were depressed initially by overnight losses in New York and by the drop in sterling after Mr. Lawson's resignation.,losses,depressed,0 0 0 effect 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
265,"A senior dealer with Warburg Securities noted British Gas, the most active blue-chip stock at 20 million shares traded, was affected by the political implications of Mr. Lawson's departure and Mrs. Thatcher's cabinet shuffle.    ",shuffle,affected,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0,cause
266,"Other dealers added that the blue-chip stocks in general were hit by profit-taking over concerns that London shares will continue posting declines and the uncertainty over sterling given that Mr. Lawson's successor, John Major, had only been in the job one day.    ",posting,hit,0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
